Invoice_ID,Customer_ID,Invoice_Date,Due_Date,Invoice_Amount_USD,Invoice_Status,Product_Plan,Invoice_Month
INV00699,C117,2024-01-17,2024-02-16,138.14,Paid,Pro,2024-01
INV00700,C081,2024-01-28,2024-02-27,129.75,Paid,Enterprise,2024-01
INV00701,C033,2024-01-19,2024-02-18,971.13,Paid,Enterprise,2024-01
INV00702,C054,2024-01-21,2024-02-20,162.31,Paid,Pro,2024-01
INV00703,C134,2024-01-10,2024-02-09,215.86,Paid,Basic,2024-01
INV00704,C096,2024-01-18,2024-02-17,2028.7,Paid,Enterprise,2024-01
INV00705,C040,2024-01-24,2024-02-23,339.58,Paid,Basic,2024-01
INV00706,C092,2024-01-23,2024-02-22,183.93,Paid,Enterprise,2024-01
INV00707,C094,2024-01-02,2024-02-01,315.13,Open,Pro,2024-01
INV00708,C030,2024-01-22,2024-02-21,379.52,Overdue,Enterprise,2024-01
INV00709,C014,2024-01-01,2024-01-31,7139.04,Paid,Pro,2024-01
INV00710,C121,2024-01-02,2024-02-01,258.43,Paid,Pro,2024-01
INV00711,C133,2024-01-08,2024-02-07,137.69,Paid,Enterprise,2024-01
INV00712,C080,2024-01-07,2024-02-06,274.32,Paid,Enterprise,2024-01
INV00713,C099,2024-01-14,2024-02-13,348.91,Paid,Enterprise,2024-01
INV00714,C073,2024-01-10,2024-02-09,257.34,Paid,Basic,2024-01
INV00715,C093,2024-01-22,2024-02-21,142.99,Paid,Enterprise,2024-01
INV00716,C056,2024-01-05,2024-02-04,4998.92,Partial,Enterprise,2024-01
INV00717,C126,2024-01-13,2024-02-12,871.81,Paid,Enterprise,2024-01
INV00718,C019,2024-01-08,2024-02-07,209.42,Paid,Enterprise,2024-01
INV00719,C067,2024-01-12,2024-02-11,740.67,Paid,Enterprise,2024-01
INV00720,C100,2024-01-06,2024-02-05,125.15,Paid,Pro,2024-01
INV00721,C035,2024-02-03,2024-03-04,113.09,Partial,Pro,2024-02
INV00722,C084,2024-02-14,2024-03-15,354.97,Paid,Basic,2024-02
INV00723,C115,2024-02-03,2024-03-04,531.8,Paid,Basic,2024-02
INV00724,C042,2024-02-17,2024-03-18,362.88,Paid,Basic,2024-02
INV00725,C040,2024-02-20,2024-03-21,285.34,Open,Basic,2024-02
INV00726,C111,2024-02-03,2024-03-04,138.88,Paid,Enterprise,2024-02
INV00727,C016,2024-02-16,2024-03-17,3347.31,Paid,Pro,2024-02
INV00728,C118,2024-02-17,2024-03-18,3886.84,Open,Pro,2024-02
INV00729,C140,2024-02-14,2024-03-15,389.72,Paid,Enterprise,2024-02
INV00730,C005,2024-02-14,2024-03-15,119.72,Paid,Enterprise,2024-02
INV00731,C012,2024-02-07,2024-03-08,813.68,Paid,Pro,2024-02
INV00732,C041,2024-02-09,2024-03-10,691.13,Paid,Pro,2024-02
INV00733,C043,2024-02-24,2024-03-25,180.29,Overdue,Pro,2024-02
INV00734,C069,2024-02-19,2024-03-20,1089.92,Paid,Pro,2024-02
INV00735,C102,2024-02-07,2024-03-08,158.53,Paid,Basic,2024-02
INV00736,C138,2024-02-07,2024-03-08,136.18,Open,Enterprise,2024-02
INV00737,C074,2024-02-26,2024-03-27,231.22,Paid,Enterprise,2024-02
INV00738,C122,2024-02-23,2024-03-24,198.28,Open,Pro,2024-02
INV00739,C081,2024-02-05,2024-03-06,426.9,Paid,Enterprise,2024-02
INV00740,C049,2024-02-11,2024-03-12,76.78,Overdue,Enterprise,2024-02
INV00741,C081,2024-02-26,2024-03-27,267.16,Paid,Basic,2024-02
INV00742,C139,2024-02-11,2024-03-12,202.52,Paid,Enterprise,2024-02
INV00743,C018,2024-02-24,2024-03-25,200.04,Partial,Basic,2024-02
INV00744,C139,2024-02-18,2024-03-19,156.83,Paid,Basic,2024-02
INV00745,C056,2024-02-10,2024-03-11,3319.75,Overdue,Pro,2024-02
INV00746,C032,2024-02-09,2024-03-10,160.84,Partial,Basic,2024-02
INV00747,C051,2024-02-03,2024-03-04,424.19,Paid,Basic,2024-02
INV00748,C123,2024-02-12,2024-03-13,188.45,Overdue,Enterprise,2024-02
INV00749,C009,2024-02-14,2024-03-15,238.81,Paid,Pro,2024-02
INV00750,C128,2024-02-04,2024-03-05,200.27,Paid,Enterprise,2024-02
INV00751,C064,2024-02-09,2024-03-10,289.56,Overdue,Enterprise,2024-02
INV00752,C024,2024-02-15,2024-03-16,342.07,Paid,Pro,2024-02
INV00753,C026,2024-02-08,2024-03-09,185.74,Partial,Enterprise,2024-02
INV00754,C035,2024-02-18,2024-03-19,202.77,Paid,Enterprise,2024-02
INV00755,C090,2024-02-21,2024-03-22,266.14,Overdue,Pro,2024-02
INV00756,C080,2024-02-21,2024-03-22,144.95,Open,Basic,2024-02
INV00757,C095,2024-02-09,2024-03-10,123.32,Paid,Enterprise,2024-02
INV00758,C102,2024-02-27,2024-03-28,375.67,Paid,Enterprise,2024-02
INV00759,C009,2024-02-19,2024-03-20,259.89,Partial,Enterprise,2024-02
INV00760,C039,2024-02-05,2024-03-06,313.27,Partial,Basic,2024-02
INV00761,C080,2024-02-25,2024-03-26,329.55,Open,Basic,2024-02
INV00762,C079,2024-02-07,2024-03-08,189.31,Paid,Enterprise,2024-02
INV00763,C037,2024-02-25,2024-03-26,170.65,Partial,Pro,2024-02
INV00764,C092,2024-02-06,2024-03-07,261.19,Paid,Enterprise,2024-02
INV00765,C021,2024-02-11,2024-03-12,270.54,Overdue,Pro,2024-02
INV00766,C021,2024-02-02,2024-03-03,193.97,Paid,Enterprise,2024-02
INV00767,C118,2024-02-10,2024-03-11,1428.52,Paid,Enterprise,2024-02
INV00768,C029,2024-02-03,2024-03-04,668.58,Overdue,Basic,2024-02
INV00769,C129,2024-02-24,2024-03-25,173.75,Paid,Basic,2024-02
INV00770,C095,2024-02-23,2024-03-24,95.97,Paid,Basic,2024-02
INV00771,C051,2024-02-02,2024-03-03,251.89,Paid,Enterprise,2024-02
INV00772,C003,2024-02-14,2024-03-15,106.98,Paid,Pro,2024-02
INV00773,C084,2024-02-02,2024-03-03,235.8,Paid,Pro,2024-02
INV00774,C016,2024-02-02,2024-03-03,5214.63,Paid,Enterprise,2024-02
INV00775,C026,2024-02-06,2024-03-07,222.68,Paid,Enterprise,2024-02
INV00776,C094,2024-02-14,2024-03-15,188.08,Open,Basic,2024-02
INV00777,C139,2024-02-28,2024-03-29,146.0,Paid,Pro,2024-02
INV00778,C099,2024-02-13,2024-03-14,190.49,Overdue,Pro,2024-02
INV00779,C051,2024-02-27,2024-03-28,158.09,Paid,Enterprise,2024-02
INV00780,C115,2024-02-07,2024-03-08,141.66,Overdue,Basic,2024-02
INV00781,C066,2024-02-01,2024-03-02,630.01,Paid,Enterprise,2024-02
INV00782,C058,2024-02-02,2024-03-03,206.44,Paid,Pro,2024-02
INV00783,C043,2024-02-08,2024-03-09,228.05,Paid,Pro,2024-02
INV00784,C014,2024-02-23,2024-03-24,4011.57,Paid,Enterprise,2024-02
INV00785,C135,2024-02-09,2024-03-10,601.11,Paid,Enterprise,2024-02
INV00786,C025,2024-02-18,2024-03-19,84.51,Paid,Basic,2024-02
INV00787,C132,2024-02-18,2024-03-19,136.12,Paid,Pro,2024-02
INV00788,C033,2024-02-26,2024-03-27,642.25,Paid,Enterprise,2024-02
INV00789,C057,2024-02-21,2024-03-22,244.22,Paid,Enterprise,2024-02
INV00790,C005,2024-02-01,2024-03-02,174.25,Partial,Pro,2024-02
INV00791,C072,2024-02-19,2024-03-20,943.57,Paid,Pro,2024-02
INV00792,C093,2024-02-10,2024-03-11,152.8,Paid,Basic,2024-02
INV00793,C117,2024-02-14,2024-03-15,143.4,Paid,Basic,2024-02
INV00794,C136,2024-02-23,2024-03-24,192.86,Partial,Enterprise,2024-02
INV00795,C014,2024-02-23,2024-03-24,2408.14,Paid,Basic,2024-02
INV00796,C044,2024-02-16,2024-03-17,142.43,Paid,Basic,2024-02
INV00797,C027,2024-02-24,2024-03-25,265.68,Paid,Pro,2024-02
INV00798,C078,2024-02-03,2024-03-04,212.29,Paid,Pro,2024-02
INV00799,C119,2024-02-21,2024-03-22,160.92,Paid,Pro,2024-02
INV00800,C086,2024-02-01,2024-03-02,324.37,Paid,Enterprise,2024-02
INV00801,C030,2024-02-23,2024-03-24,223.21,Partial,Basic,2024-02
INV00802,C080,2024-02-13,2024-03-14,457.92,Overdue,Pro,2024-02
INV00803,C067,2024-02-28,2024-03-29,385.73,Paid,Pro,2024-02
INV00804,C140,2024-02-20,2024-03-21,270.18,Paid,Enterprise,2024-02
INV00805,C003,2024-02-10,2024-03-11,110.92,Paid,Pro,2024-02
INV00806,C016,2024-02-09,2024-03-10,4052.98,Paid,Enterprise,2024-02
INV00807,C022,2024-02-11,2024-03-12,220.98,Overdue,Enterprise,2024-02
INV00808,C018,2024-02-04,2024-03-05,230.33,Paid,Enterprise,2024-02
INV00809,C092,2024-02-28,2024-03-29,199.43,Paid,Pro,2024-02
INV00810,C097,2024-02-16,2024-03-17,162.6,Paid,Pro,2024-02
INV00811,C053,2024-02-26,2024-03-27,291.42,Open,Basic,2024-02
INV00812,C094,2024-02-20,2024-03-21,104.84,Paid,Pro,2024-02
INV00813,C126,2024-02-07,2024-03-08,672.31,Overdue,Enterprise,2024-02
INV00814,C108,2024-02-03,2024-03-04,393.11,Paid,Pro,2024-02
INV00815,C129,2024-03-24,2024-04-23,176.14,Overdue,Pro,2024-03
INV00816,C058,2024-03-25,2024-04-24,262.25,Overdue,Basic,2024-03
INV00817,C007,2024-03-23,2024-04-22,226.14,Overdue,Pro,2024-03
INV00818,C127,2024-03-08,2024-04-07,487.11,Paid,Pro,2024-03
INV00819,C134,2024-03-19,2024-04-18,354.18,Paid,Basic,2024-03
INV00820,C110,2024-03-12,2024-04-11,209.46,Paid,Enterprise,2024-03
INV00821,C064,2024-03-05,2024-04-04,156.54,Paid,Basic,2024-03
INV00822,C051,2024-03-24,2024-04-23,163.77,Paid,Pro,2024-03
INV00823,C063,2024-03-05,2024-04-04,121.19,Paid,Pro,2024-03
INV00824,C128,2024-03-08,2024-04-07,151.18,Paid,Enterprise,2024-03
INV00825,C055,2024-03-13,2024-04-12,138.49,Paid,Enterprise,2024-03
INV00826,C136,2024-03-18,2024-04-17,167.59,Paid,Pro,2024-03
INV00827,C137,2024-03-05,2024-04-04,2328.88,Paid,Basic,2024-03
INV00828,C113,2024-03-11,2024-04-10,579.28,Partial,Basic,2024-03
INV00829,C038,2024-03-07,2024-04-06,783.39,Paid,Enterprise,2024-03
INV00830,C036,2024-03-13,2024-04-12,145.75,Paid,Enterprise,2024-03
INV00831,C030,2024-03-04,2024-04-03,291.72,Paid,Enterprise,2024-03
INV00832,C106,2024-03-23,2024-04-22,198.17,Paid,Enterprise,2024-03
INV00833,C052,2024-03-01,2024-03-31,237.08,Paid,Enterprise,2024-03
INV00834,C130,2024-03-05,2024-04-04,156.71,Paid,Basic,2024-03
INV00835,C112,2024-03-26,2024-04-25,443.56,Paid,Basic,2024-03
INV00836,C016,2024-03-21,2024-04-20,3543.89,Paid,Pro,2024-03
INV00837,C031,2024-03-14,2024-04-13,3074.89,Paid,Enterprise,2024-03
INV00838,C128,2024-03-04,2024-04-03,196.52,Paid,Basic,2024-03
INV00839,C118,2024-03-18,2024-04-17,3636.44,Paid,Enterprise,2024-03
INV00840,C059,2024-03-02,2024-04-01,1557.29,Paid,Enterprise,2024-03
INV00841,C103,2024-03-26,2024-04-25,581.05,Paid,Enterprise,2024-03
INV00842,C025,2024-03-16,2024-04-15,149.32,Partial,Pro,2024-03
INV00843,C132,2024-03-26,2024-04-25,197.57,Paid,Pro,2024-03
INV00844,C023,2024-03-24,2024-04-23,358.28,Paid,Pro,2024-03
INV00845,C030,2024-03-03,2024-04-02,85.68,Open,Pro,2024-03
INV00846,C071,2024-03-01,2024-03-31,757.06,Partial,Basic,2024-03
INV00847,C095,2024-03-19,2024-04-18,356.8,Partial,Pro,2024-03
INV00848,C084,2024-03-12,2024-04-11,246.66,Paid,Basic,2024-03
INV00849,C065,2024-03-21,2024-04-20,428.0,Paid,Basic,2024-03
INV00850,C128,2024-03-09,2024-04-08,307.59,Paid,Pro,2024-03
INV00851,C021,2024-03-20,2024-04-19,219.65,Paid,Pro,2024-03
INV00852,C045,2024-03-08,2024-04-07,1849.54,Paid,Pro,2024-03
INV00853,C060,2024-03-24,2024-04-23,2266.41,Paid,Enterprise,2024-03
INV00854,C049,2024-03-02,2024-04-01,256.18,Paid,Enterprise,2024-03
INV00855,C135,2024-03-11,2024-04-10,455.75,Paid,Pro,2024-03
INV00856,C118,2024-03-04,2024-04-03,4616.02,Overdue,Pro,2024-03
INV00857,C132,2024-03-24,2024-04-23,153.18,Paid,Enterprise,2024-03
INV00858,C037,2024-03-05,2024-04-04,199.18,Paid,Enterprise,2024-03
INV00859,C064,2024-03-23,2024-04-22,153.36,Overdue,Basic,2024-03
INV00860,C005,2024-03-13,2024-04-12,100.69,Paid,Pro,2024-03
INV00861,C005,2024-03-20,2024-04-19,256.26,Paid,Enterprise,2024-03
INV00862,C012,2024-03-01,2024-03-31,1105.75,Overdue,Basic,2024-03
INV00863,C079,2024-03-05,2024-04-04,250.98,Overdue,Enterprise,2024-03
INV00864,C037,2024-03-05,2024-04-04,157.7,Paid,Pro,2024-03
INV00865,C060,2024-03-12,2024-04-11,2093.03,Overdue,Enterprise,2024-03
INV00866,C079,2024-03-21,2024-04-20,305.68,Paid,Basic,2024-03
INV00867,C052,2024-03-12,2024-04-11,113.25,Paid,Basic,2024-03
INV00868,C107,2024-03-26,2024-04-25,697.38,Paid,Enterprise,2024-03
INV00869,C117,2024-03-14,2024-04-13,471.02,Paid,Enterprise,2024-03
INV00870,C042,2024-03-22,2024-04-21,629.5,Partial,Enterprise,2024-03
INV00871,C030,2024-03-05,2024-04-04,292.63,Paid,Enterprise,2024-03
INV00872,C115,2024-03-24,2024-04-23,402.19,Paid,Basic,2024-03
INV00873,C075,2024-03-26,2024-04-25,187.77,Paid,Pro,2024-03
INV00874,C006,2024-03-28,2024-04-27,212.01,Paid,Basic,2024-03
INV00875,C101,2024-03-05,2024-04-04,125.8,Open,Basic,2024-03
INV00876,C020,2024-03-05,2024-04-04,157.01,Partial,Basic,2024-03
INV00877,C128,2024-03-03,2024-04-02,171.46,Open,Basic,2024-03
INV00878,C048,2024-03-26,2024-04-25,871.12,Overdue,Basic,2024-03
INV00879,C121,2024-03-23,2024-04-22,86.11,Paid,Enterprise,2024-03
INV00880,C061,2024-03-21,2024-04-20,295.54,Overdue,Pro,2024-03
INV00881,C002,2024-03-04,2024-04-03,154.01,Overdue,Enterprise,2024-03
INV00882,C034,2024-03-22,2024-04-21,795.69,Paid,Enterprise,2024-03
INV00883,C032,2024-03-04,2024-04-03,181.17,Paid,Basic,2024-03
INV00884,C113,2024-03-13,2024-04-12,781.05,Partial,Enterprise,2024-03
INV00885,C132,2024-03-26,2024-04-25,88.07,Partial,Basic,2024-03
INV00886,C041,2024-03-03,2024-04-02,700.34,Paid,Pro,2024-03
INV00887,C074,2024-03-17,2024-04-16,397.03,Paid,Enterprise,2024-03
INV00888,C088,2024-03-21,2024-04-20,891.86,Paid,Basic,2024-03
INV00889,C139,2024-03-22,2024-04-21,108.46,Paid,Pro,2024-03
INV00890,C109,2024-03-04,2024-04-03,3207.37,Paid,Enterprise,2024-03
INV00891,C032,2024-03-19,2024-04-18,125.96,Open,Basic,2024-03
INV00892,C108,2024-03-16,2024-04-15,137.6,Overdue,Enterprise,2024-03
INV00893,C009,2024-03-12,2024-04-11,229.59,Paid,Basic,2024-03
INV00894,C080,2024-03-18,2024-04-17,173.09,Paid,Pro,2024-03
INV00895,C032,2024-03-04,2024-04-03,195.92,Paid,Pro,2024-03
INV00896,C043,2024-03-01,2024-03-31,292.24,Overdue,Pro,2024-03
INV00897,C104,2024-03-12,2024-04-11,294.36,Paid,Pro,2024-03
INV00898,C129,2024-03-14,2024-04-13,175.4,Paid,Pro,2024-03
INV00899,C014,2024-03-25,2024-04-24,1284.83,Paid,Basic,2024-03
INV00900,C067,2024-03-11,2024-04-10,740.0,Paid,Pro,2024-03
INV00901,C084,2024-03-02,2024-04-01,336.55,Paid,Enterprise,2024-03
INV00902,C093,2024-03-17,2024-04-16,332.59,Paid,Pro,2024-03
INV00903,C019,2024-03-26,2024-04-25,170.74,Overdue,Enterprise,2024-03
INV00904,C029,2024-03-10,2024-04-09,2181.12,Paid,Basic,2024-03
INV00905,C120,2024-03-21,2024-04-20,152.67,Paid,Enterprise,2024-03
INV00906,C070,2024-03-19,2024-04-18,1572.04,Partial,Enterprise,2024-03
INV00907,C080,2024-03-19,2024-04-18,116.8,Overdue,Basic,2024-03
INV00908,C013,2024-03-25,2024-04-24,219.4,Overdue,Enterprise,2024-03
INV00909,C060,2024-03-01,2024-03-31,2253.89,Paid,Pro,2024-03
INV00910,C031,2024-03-06,2024-04-05,3961.92,Paid,Pro,2024-03
INV00911,C093,2024-03-03,2024-04-02,219.52,Paid,Basic,2024-03
INV00912,C087,2024-03-01,2024-03-31,175.27,Paid,Basic,2024-03
INV00913,C102,2024-03-11,2024-04-10,116.99,Paid,Enterprise,2024-03
INV00914,C050,2024-03-25,2024-04-24,519.62,Paid,Pro,2024-03
INV00915,C065,2024-03-06,2024-04-05,696.05,Open,Pro,2024-03
INV00916,C133,2024-03-20,2024-04-19,261.1,Open,Pro,2024-03
INV00917,C041,2024-03-11,2024-04-10,1452.85,Paid,Enterprise,2024-03
INV00918,C106,2024-03-11,2024-04-10,171.41,Paid,Basic,2024-03
INV00919,C022,2024-03-24,2024-04-23,195.21,Open,Pro,2024-03
INV00920,C018,2024-03-24,2024-04-23,183.13,Paid,Enterprise,2024-03
INV00921,C022,2024-03-25,2024-04-24,228.32,Paid,Enterprise,2024-03
INV00922,C010,2024-03-02,2024-04-01,140.12,Paid,Enterprise,2024-03
INV00923,C073,2024-03-03,2024-04-02,183.61,Open,Pro,2024-03
INV00924,C010,2024-04-26,2024-05-26,310.52,Overdue,Enterprise,2024-04
INV00925,C111,2024-04-09,2024-05-09,370.81,Overdue,Enterprise,2024-04
INV00926,C093,2024-04-27,2024-05-27,149.19,Paid,Basic,2024-04
INV00927,C014,2024-04-04,2024-05-04,3781.16,Paid,Basic,2024-04
INV00928,C092,2024-04-07,2024-05-07,173.75,Open,Basic,2024-04
INV00929,C051,2024-04-08,2024-05-08,417.57,Paid,Enterprise,2024-04
INV00930,C121,2024-04-05,2024-05-05,184.44,Paid,Basic,2024-04
INV00931,C137,2024-04-24,2024-05-24,570.42,Paid,Enterprise,2024-04
INV00932,C092,2024-04-14,2024-05-14,250.22,Paid,Basic,2024-04
INV00933,C128,2024-04-28,2024-05-28,167.2,Open,Pro,2024-04
INV00934,C124,2024-04-13,2024-05-13,198.74,Paid,Basic,2024-04
INV00935,C010,2024-04-27,2024-05-27,215.8,Overdue,Enterprise,2024-04
INV00936,C087,2024-04-08,2024-05-08,95.76,Paid,Basic,2024-04
INV00937,C017,2024-04-03,2024-05-03,126.7,Paid,Basic,2024-04
INV00938,C010,2024-04-03,2024-05-03,422.11,Overdue,Pro,2024-04
INV00939,C132,2024-04-11,2024-05-11,121.28,Paid,Basic,2024-04
INV00940,C039,2024-04-17,2024-05-17,141.08,Overdue,Enterprise,2024-04
INV00941,C100,2024-04-01,2024-05-01,404.16,Paid,Pro,2024-04
INV00942,C053,2024-04-13,2024-05-13,207.32,Partial,Enterprise,2024-04
INV00943,C059,2024-04-12,2024-05-12,2794.4,Paid,Basic,2024-04
INV00944,C057,2024-04-16,2024-05-16,248.18,Overdue,Enterprise,2024-04
INV00945,C135,2024-04-11,2024-05-11,983.6,Paid,Pro,2024-04
INV00946,C018,2024-04-20,2024-05-20,231.97,Paid,Basic,2024-04
INV00947,C092,2024-04-12,2024-05-12,137.88,Paid,Basic,2024-04
INV00948,C065,2024-04-26,2024-05-26,471.69,Overdue,Enterprise,2024-04
INV00949,C119,2024-04-17,2024-05-17,354.51,Paid,Enterprise,2024-04
INV00950,C055,2024-04-19,2024-05-19,246.34,Overdue,Pro,2024-04
INV00951,C059,2024-04-22,2024-05-22,4712.78,Overdue,Enterprise,2024-04
INV00952,C125,2024-04-10,2024-05-10,198.1,Partial,Pro,2024-04
INV00953,C020,2024-04-24,2024-05-24,127.54,Overdue,Enterprise,2024-04
INV00954,C006,2024-04-16,2024-05-16,197.01,Paid,Pro,2024-04
INV00955,C087,2024-04-15,2024-05-15,515.91,Paid,Basic,2024-04
INV00956,C118,2024-04-09,2024-05-09,4166.74,Paid,Enterprise,2024-04
INV00957,C114,2024-04-04,2024-05-04,8475.23,Paid,Basic,2024-04
INV00958,C089,2024-04-10,2024-05-10,1429.73,Partial,Basic,2024-04
INV00959,C008,2024-04-17,2024-05-17,151.68,Paid,Enterprise,2024-04
INV00960,C023,2024-04-07,2024-05-07,198.84,Paid,Enterprise,2024-04
INV00961,C082,2024-04-13,2024-05-13,3134.05,Paid,Basic,2024-04
INV00962,C051,2024-04-14,2024-05-14,140.01,Paid,Pro,2024-04
INV00963,C016,2024-04-11,2024-05-11,1342.2,Partial,Pro,2024-04
INV00964,C068,2024-04-19,2024-05-19,206.46,Paid,Pro,2024-04
INV00965,C009,2024-04-04,2024-05-04,144.5,Paid,Pro,2024-04
INV00966,C023,2024-04-21,2024-05-21,184.33,Overdue,Enterprise,2024-04
INV00967,C011,2024-04-08,2024-05-08,298.5,Paid,Pro,2024-04
INV00968,C057,2024-04-13,2024-05-13,176.91,Paid,Pro,2024-04
INV00969,C096,2024-04-10,2024-05-10,1849.26,Open,Enterprise,2024-04
INV00970,C112,2024-04-19,2024-05-19,866.18,Paid,Basic,2024-04
INV00971,C039,2024-04-06,2024-05-06,466.13,Paid,Enterprise,2024-04
INV00972,C121,2024-04-14,2024-05-14,163.48,Paid,Enterprise,2024-04
INV00973,C126,2024-04-27,2024-05-27,1018.24,Paid,Pro,2024-04
INV00974,C012,2024-04-18,2024-05-18,1433.64,Paid,Enterprise,2024-04
INV00975,C132,2024-04-05,2024-05-05,320.34,Overdue,Pro,2024-04
INV00976,C124,2024-04-04,2024-05-04,185.36,Paid,Pro,2024-04
INV00977,C071,2024-04-17,2024-05-17,811.93,Partial,Enterprise,2024-04
INV00978,C089,2024-04-01,2024-05-01,220.14,Partial,Enterprise,2024-04
INV00979,C112,2024-04-07,2024-05-07,1025.47,Paid,Pro,2024-04
INV00980,C108,2024-04-09,2024-05-09,347.23,Partial,Pro,2024-04
INV00981,C028,2024-04-28,2024-05-28,149.93,Open,Pro,2024-04
INV00982,C020,2024-04-04,2024-05-04,214.75,Paid,Enterprise,2024-04
INV00983,C028,2024-04-10,2024-05-10,187.79,Overdue,Enterprise,2024-04
INV00984,C104,2024-04-22,2024-05-22,197.62,Paid,Enterprise,2024-04
INV00985,C104,2024-04-24,2024-05-24,347.41,Paid,Enterprise,2024-04
INV00986,C125,2024-04-17,2024-05-17,180.24,Partial,Basic,2024-04
INV00987,C111,2024-04-23,2024-05-23,244.23,Paid,Pro,2024-04
INV00988,C003,2024-04-27,2024-05-27,220.81,Partial,Pro,2024-04
INV00989,C106,2024-04-20,2024-05-20,225.41,Overdue,Pro,2024-04
INV00990,C128,2024-04-04,2024-05-04,261.48,Paid,Pro,2024-04
INV00991,C069,2024-04-15,2024-05-15,527.74,Overdue,Pro,2024-04
INV00992,C012,2024-04-03,2024-05-03,468.72,Overdue,Basic,2024-04
INV00993,C006,2024-04-03,2024-05-03,123.29,Paid,Basic,2024-04
INV00994,C131,2024-04-24,2024-05-24,136.14,Paid,Enterprise,2024-04
INV00995,C087,2024-04-03,2024-05-03,144.43,Overdue,Basic,2024-04
INV00996,C049,2024-04-27,2024-05-27,123.01,Paid,Enterprise,2024-04
INV00997,C045,2024-04-06,2024-05-06,1442.39,Partial,Basic,2024-04
INV00998,C038,2024-04-08,2024-05-08,1228.88,Overdue,Enterprise,2024-04
INV00999,C015,2024-04-02,2024-05-02,111.03,Overdue,Enterprise,2024-04
INV01000,C083,2024-04-08,2024-05-08,249.95,Overdue,Pro,2024-04
INV01001,C089,2024-04-21,2024-05-21,553.98,Overdue,Pro,2024-04
INV01002,C108,2024-04-04,2024-05-04,364.21,Paid,Pro,2024-04
INV01003,C073,2024-04-09,2024-05-09,120.53,Paid,Pro,2024-04
INV01004,C023,2024-04-15,2024-05-15,211.4,Paid,Enterprise,2024-04
INV01005,C077,2024-04-11,2024-05-11,3269.96,Partial,Enterprise,2024-04
INV01006,C033,2024-04-26,2024-05-26,596.45,Open,Pro,2024-04
INV01007,C090,2024-04-15,2024-05-15,305.26,Paid,Enterprise,2024-04
INV01008,C064,2024-04-07,2024-05-07,223.73,Paid,Pro,2024-04
INV01009,C089,2024-04-06,2024-05-06,1152.71,Paid,Pro,2024-04
INV01010,C090,2024-04-10,2024-05-10,172.05,Paid,Basic,2024-04
INV01011,C115,2024-04-09,2024-05-09,270.75,Paid,Enterprise,2024-04
INV01012,C003,2024-04-11,2024-05-11,159.16,Paid,Basic,2024-04
INV01013,C025,2024-04-25,2024-05-25,138.05,Paid,Enterprise,2024-04
INV01014,C053,2024-04-11,2024-05-11,229.89,Overdue,Enterprise,2024-04
INV01015,C070,2024-04-09,2024-05-09,1106.55,Paid,Enterprise,2024-04
INV01016,C100,2024-04-28,2024-05-28,174.37,Paid,Basic,2024-04
INV01017,C041,2024-04-03,2024-05-03,1182.49,Paid,Enterprise,2024-04
INV01018,C021,2024-04-08,2024-05-08,127.18,Paid,Enterprise,2024-04
INV01019,C023,2024-04-13,2024-05-13,569.76,Open,Basic,2024-04
INV01020,C070,2024-04-15,2024-05-15,1687.81,Paid,Enterprise,2024-04
INV01021,C067,2024-04-19,2024-05-19,614.6,Paid,Basic,2024-04
INV01022,C095,2024-04-28,2024-05-28,111.41,Paid,Pro,2024-04
INV01023,C078,2024-04-14,2024-05-14,181.17,Paid,Basic,2024-04
INV01024,C102,2024-04-04,2024-05-04,214.84,Paid,Pro,2024-04
INV01025,C028,2024-04-01,2024-05-01,341.33,Partial,Basic,2024-04
INV01026,C088,2024-04-23,2024-05-23,1021.57,Overdue,Pro,2024-04
INV01027,C042,2024-04-08,2024-05-08,718.21,Partial,Pro,2024-04
INV01028,C079,2024-04-23,2024-05-23,185.04,Paid,Basic,2024-04
INV01029,C064,2024-04-18,2024-05-18,252.4,Open,Basic,2024-04
INV01030,C105,2024-04-22,2024-05-22,246.0,Paid,Basic,2024-04
INV01031,C069,2024-04-11,2024-05-11,543.44,Paid,Pro,2024-04
INV01032,C133,2024-04-24,2024-05-24,194.32,Paid,Basic,2024-04
INV01033,C003,2024-04-27,2024-05-27,212.41,Paid,Pro,2024-04
INV01034,C009,2024-04-21,2024-05-21,154.8,Paid,Enterprise,2024-04
INV01035,C074,2024-04-27,2024-05-27,189.67,Paid,Pro,2024-04
INV01036,C117,2024-04-14,2024-05-14,213.4,Paid,Basic,2024-04
INV01037,C121,2024-04-18,2024-05-18,103.9,Paid,Pro,2024-04
INV01038,C140,2024-04-05,2024-05-05,222.37,Paid,Pro,2024-04
INV01039,C121,2024-05-20,2024-06-19,217.56,Paid,Pro,2024-05
INV01040,C023,2024-05-19,2024-06-18,167.01,Paid,Basic,2024-05
INV01041,C120,2024-05-10,2024-06-09,141.52,Paid,Basic,2024-05
INV01042,C018,2024-05-13,2024-06-12,128.88,Paid,Basic,2024-05
INV01043,C098,2024-05-22,2024-06-21,628.18,Overdue,Pro,2024-05
INV01044,C023,2024-05-13,2024-06-12,330.54,Paid,Pro,2024-05
INV01045,C019,2024-05-05,2024-06-04,293.06,Paid,Enterprise,2024-05
INV01046,C105,2024-05-12,2024-06-11,305.97,Paid,Basic,2024-05
